Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
38,Travel_Rarely,168,9433,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,High,Single,7861,4,Yes,Excellent,10,4,1,0,0,No
44,Non-Travel,381,4450,Research & Development,Bachelor,Medical,Low,Male,Laboratory Technician,High,Single,3708,2,No,Excellent,9,5,5,1,4,No
47,Travel_Frequently,217,16524,Sales,Bachelor,Medical,Very High,Female,Sales Executive,High,Divorced,13770,9,Yes,Excellent,28,2,22,11,13,No
30,Travel_Rarely,501,6365,Sales,Doctor,Marketing,High,Male,Sales Executive,Very High,Divorced,5304,7,No,Outstanding,10,2,8,7,7,No
29,Travel_Rarely,1396,3170,Sales,Bachelor,Life Sciences,High,Male,Sales Representative,High,Single,2642,1,No,Excellent,1,6,1,0,0,No
42,Travel_Frequently,933,3311,Research & Development,Bachelor,Medical,High,Male,Research Scientist,High,Divorced,2759,6,Yes,Excellent,7,2,2,2,2,Yes
43,Travel_Frequently,775,8165,Sales,Bachelor,Life Sciences,Very High,Male,Sales Executive,Very High,Married,6804,3,No,Excellent,7,5,2,2,2,No
34,Travel_Rarely,970,7370,Research & Development,College,Medical,Medium,Female,Healthcare Representative,High,Single,6142,3,No,Excellent,10,2,5,4,3,No
23,Travel_Rarely,650,3000,Research & Development,Below College,Medical,Medium,Male,Laboratory Technician,Low,Married,2500,1,No,Excellent,5,2,4,0,2,No
39,Travel_Rarely,141,7667,Human Resources,Bachelor,Human Resources,High,Female,Human Resources,Medium,Married,6389,9,No,Excellent,12,3,8,3,6,No
56,Travel_Rarely,832,13324,Research & Development,Bachelor,Medical,High,Male,Healthcare Representative,Very High,Married,11103,7,No,Excellent,30,1,10,1,1,No
40,Travel_Rarely,804,2810,Research & Development,Below College,Medical,Very High,Female,Research Scientist,Very High,Single,2342,0,Yes,Outstanding,5,2,4,2,3,No
27,Travel_Rarely,975,8173,Research & Development,Bachelor,Medical,Very High,Female,Healthcare Representative,Low,Single,6811,8,No,Excellent,9,2,7,0,7,No
29,Travel_Rarely,1090,2756,Sales,Bachelor,Marketing,Very High,Male,Sales Representative,Medium,Divorced,2297,1,No,Excellent,2,2,2,2,2,No
53,Travel_Rarely,346,2940,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Very High,Single,2450,2,No,Excellent,19,4,2,2,2,No
35,Non-Travel,1225,6112,Research & Development,Master,Life Sciences,Very High,Female,Healthcare Representative,Low,Divorced,5093,2,No,Excellent,16,2,1,0,0,No
32,Travel_Frequently,430,6371,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Very High,Married,5309,1,No,Excellent,10,2,10,4,7,No
38,Travel_Rarely,268,3668,Research & Development,Doctor,Medical,Very High,Male,Research Scientist,High,Married,3057,6,Yes,Excellent,6,0,1,0,1,No
34,Travel_Rarely,167,6145,Research & Development,Doctor,Life Sciences,Medium,Female,Manufacturing Director,Low,Divorced,5121,3,No,Excellent,7,3,0,0,0,No
52,Travel_Rarely,621,20227,Sales,Master,Marketing,High,Male,Manager,Low,Married,16856,1,No,Excellent,34,3,34,1,16,No
33,Travel_Rarely,527,3223,Research & Development,Master,Other,Very High,Male,Research Scientist,Very High,Single,2686,1,Yes,Excellent,10,2,10,7,8,Yes
25,Travel_Rarely,883,7416,Sales,Below College,Medical,High,Female,Sales Executive,Very High,Single,6180,1,No,Outstanding,6,5,6,1,4,No
45,Travel_Rarely,954,7958,Sales,College,Technical Degree,Medium,Male,Sales Representative,High,Single,6632,0,No,Excellent,9,3,8,3,1,No
23,Travel_Rarely,310,4206,Research & Development,Below College,Medical,Low,Male,Research Scientist,High,Single,3505,1,No,Excellent,2,3,2,0,2,No
47,Travel_Frequently,719,7676,Sales,College,Life Sciences,Medium,Female,Sales Executive,High,Single,6397,4,Yes,Excellent,8,2,5,1,3,Yes
34,Travel_Rarely,304,7529,Sales,Bachelor,Other,Very High,Male,Sales Executive,Very High,Single,6274,1,No,Outstanding,6,5,6,1,4,No
55,Travel_Rarely,725,23831,Research & Development,Bachelor,Medical,Very High,Male,Manager,Low,Married,19859,5,Yes,Excellent,24,2,5,1,4,Yes
36,Non-Travel,1434,9104,Sales,Master,Life Sciences,Low,Male,Sales Executive,Low,Single,7587,1,No,Excellent,10,1,10,0,9,No
52,Non-Travel,715,5110,Research & Development,Master,Medical,Very High,Male,Research Scientist,Very High,Married,4258,0,No,Excellent,5,3,4,1,2,No
26,Travel_Frequently,575,5237,Research & Development,College,Life Sciences,Low,Female,Laboratory Technician,Very High,Divorced,4364,3,No,Excellent,5,2,2,2,0,No
29,Travel_Rarely,657,5202,Research & Development,Bachelor,Medical,Medium,Female,Healthcare Representative,High,Married,4335,4,No,Excellent,11,3,8,1,1,No
26,Travel_Rarely,1146,6391,Sales,Bachelor,Technical Degree,Very High,Male,Sales Executive,Low,Single,5326,6,No,Excellent,6,2,4,1,2,Yes
34,Travel_Rarely,182,3936,Research & Development,Master,Life Sciences,Medium,Female,Research Scientist,Very High,Single,3280,2,No,Excellent,10,2,4,1,3,No
54,Travel_Rarely,376,6582,Research & Development,Master,Medical,Very High,Female,Manufacturing Director,Low,Divorced,5485,9,Yes,Excellent,9,4,5,1,4,No
27,Travel_Frequently,829,5210,Sales,Below College,Marketing,High,Male,Sales Executive,Very High,Married,4342,0,No,Excellent,5,3,4,1,1,No
37,Travel_Rarely,571,3338,Research & Development,Below College,Life Sciences,Very High,Female,Research Scientist,Low,Divorced,2782,0,Yes,Excellent,6,3,5,4,3,No
38,Travel_Frequently,240,7176,Research & Development,Master,Life Sciences,Low,Female,Manufacturing Director,Low,Single,5980,6,Yes,Excellent,17,2,15,4,12,No
34,Travel_Rarely,121,5257,Research & Development,Master,Medical,High,Female,Research Scientist,Low,Single,4381,1,No,Excellent,6,3,6,1,3,No
35,Travel_Rarely,384,3086,Sales,Master,Life Sciences,Low,Female,Sales Representative,Very High,Married,2572,1,No,Excellent,3,1,3,0,2,No
30,Travel_Rarely,921,4600,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,High,Married,3833,3,No,Outstanding,7,2,2,0,2,No
40,Travel_Frequently,791,5093,Research & Development,College,Medical,High,Female,Healthcare Representative,Medium,Married,4244,1,No,Outstanding,8,2,8,3,7,No
34,Travel_Rarely,1111,7800,Sales,College,Life Sciences,High,Female,Sales Executive,Low,Married,6500,5,No,Excellent,6,1,3,1,2,No
42,Travel_Frequently,570,22116,Research & Development,Bachelor,Life Sciences,Medium,Male,Manager,Very High,Divorced,18430,1,No,Excellent,24,4,24,14,9,No
23,Travel_Rarely,1243,1921,Research & Development,Bachelor,Life Sciences,High,Male,Laboratory Technician,Low,Married,1601,1,Yes,Outstanding,1,2,0,0,0,Yes
24,Non-Travel,1092,3233,Research & Development,Bachelor,Life Sciences,High,Male,Laboratory Technician,Medium,Divorced,2694,1,No,Excellent,1,4,1,0,0,No
52,Travel_Rarely,1325,3779,Research & Development,Master,Life Sciences,Very High,Female,Laboratory Technician,High,Married,3149,8,No,Outstanding,9,3,5,1,4,No
50,Travel_Rarely,691,21167,Research & Development,Bachelor,Medical,High,Male,Research Director,High,Married,17639,5,No,Excellent,30,3,4,0,3,No
29,Travel_Rarely,805,2783,Research & Development,College,Life Sciences,Medium,Female,Laboratory Technician,Low,Married,2319,1,Yes,Excellent,1,1,1,0,0,Yes
33,Travel_Rarely,213,14029,Research & Development,Bachelor,Medical,High,Male,Research Director,High,Married,11691,0,No,Excellent,14,3,13,3,7,No
33,Travel_Rarely,118,6389,Sales,Bachelor,Marketing,Low,Female,Sales Executive,Low,Single,5324,5,No,Excellent,6,3,3,0,2,Yes
47,Travel_Rarely,202,20102,Research & Development,College,Other,High,Female,Manager,Very High,Married,16752,1,Yes,Excellent,26,3,26,3,0,No
36,Travel_Rarely,676,6274,Research & Development,Bachelor,Other,High,Female,Manufacturing Director,Medium,Married,5228,0,No,Excellent,10,2,9,0,5,No
29,Travel_Rarely,1252,3240,Research & Development,College,Life Sciences,High,Male,Research Scientist,High,Married,2700,1,No,Outstanding,10,3,10,0,7,No
58,Travel_Rarely,286,23095,Research & Development,Master,Life Sciences,Very High,Male,Research Director,Medium,Single,19246,7,Yes,Excellent,40,2,31,13,8,Yes
35,Travel_Rarely,1258,3007,Research & Development,Master,Life Sciences,Very High,Female,Research Scientist,High,Single,2506,3,No,Excellent,7,0,2,2,2,No
42,Travel_Rarely,932,7274,Research & Development,College,Life Sciences,Very High,Female,Manufacturing Director,Very High,Married,6062,9,Yes,Excellent,8,4,4,0,2,No
28,Travel_Rarely,890,5258,Research & Development,Master,Medical,High,Male,Research Scientist,High,Single,4382,6,No,Excellent,5,3,2,2,1,Yes
36,Travel_Rarely,1041,2572,Human Resources,Bachelor,Human Resources,High,Male,Human Resources,Medium,Married,2143,4,No,Excellent,8,2,5,0,4,No
32,Travel_Rarely,859,7394,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,High,Married,6162,1,No,Excellent,14,3,14,6,8,No
40,Travel_Frequently,720,6113,Research & Development,Master,Medical,Low,Male,Laboratory Technician,High,Single,5094,6,No,Excellent,10,6,1,0,0,No
30,Travel_Rarely,946,8252,Research & Development,Bachelor,Medical,High,Female,Manufacturing Director,Very High,Single,6877,5,Yes,Outstanding,12,4,0,0,0,No
45,Travel_Rarely,252,2729,Research & Development,Bachelor,Life Sciences,Medium,Female,Research Scientist,High,Single,2274,1,No,Excellent,1,3,1,0,0,No
42,Travel_Rarely,933,5321,Research & Development,Bachelor,Life Sciences,Medium,Male,Manufacturing Director,Medium,Married,4434,1,No,Excellent,10,3,9,7,8,No
38,Travel_Frequently,471,7546,Research & Development,Bachelor,Life Sciences,Low,Male,Healthcare Representative,Low,Divorced,6288,2,No,Excellent,13,3,4,1,2,No
34,Travel_Frequently,702,3064,Research & Development,Master,Life Sciences,High,Female,Research Scientist,Very High,Single,2553,1,No,Excellent,6,3,5,1,3,No
49,Travel_Rarely,1184,9185,Sales,Bachelor,Marketing,High,Female,Sales Executive,Very High,Married,7654,1,No,Excellent,9,3,9,7,7,Yes
55,Travel_Rarely,436,6192,Sales,Below College,Medical,High,Male,Sales Executive,Very High,Single,5160,4,No,Excellent,12,3,9,7,3,Yes
43,Travel_Rarely,589,20591,Research & Development,College,Life Sciences,Medium,Male,Research Director,Low,Married,17159,6,No,Outstanding,22,3,4,1,0,No
27,Travel_Rarely,269,15370,Research & Development,Below College,Technical Degree,High,Male,Research Director,Very High,Divorced,12808,1,Yes,Excellent,9,3,9,0,8,No
35,Travel_Rarely,950,12265,Research & Development,Bachelor,Other,High,Male,Manufacturing Director,High,Single,10221,3,No,Outstanding,17,3,8,1,6,No
28,Travel_Rarely,760,5735,Sales,Master,Marketing,Medium,Female,Sales Executive,Medium,Married,4779,1,Yes,Outstanding,8,2,8,7,5,No
34,Travel_Rarely,829,4484,Human Resources,College,Human Resources,High,Male,Human Resources,Very High,Married,3737,0,No,Excellent,4,1,3,0,2,No
26,Travel_Frequently,887,2839,Research & Development,College,Medical,High,Female,Research Scientist,High,Married,2366,1,Yes,Excellent,8,2,8,1,7,Yes
27,Non-Travel,443,2047,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Very High,Married,1706,1,No,Excellent,0,6,0,0,0,No
51,Travel_Rarely,1318,19568,Sales,Master,Marketing,Low,Female,Manager,High,Married,16307,2,No,Excellent,29,2,20,4,17,No
44,Travel_Rarely,625,7120,Research & Development,Bachelor,Medical,Very High,Male,Healthcare Representative,Medium,Single,5933,9,No,Excellent,10,2,5,2,3,No
25,Travel_Rarely,180,4109,Research & Development,Below College,Medical,Low,Male,Research Scientist,Low,Single,3424,7,No,Excellent,6,3,4,0,1,No
33,Travel_Rarely,586,4844,Sales,Bachelor,Medical,Low,Male,Sales Executive,Low,Divorced,4037,1,No,Outstanding,9,5,9,0,8,No
35,Travel_Rarely,1343,3071,Research & Development,Below College,Medical,High,Female,Research Scientist,Low,Single,2559,1,No,Excellent,6,3,6,1,1,No
36,Travel_Rarely,928,7441,Sales,College,Life Sciences,Medium,Male,Sales Executive,Very High,Married,6201,1,Yes,Excellent,18,1,18,4,11,No
32,Travel_Rarely,117,5284,Sales,Master,Life Sciences,Medium,Male,Sales Executive,Very High,Divorced,4403,2,No,Excellent,8,3,5,0,3,No
30,Travel_Frequently,1012,4513,Research & Development,Master,Life Sciences,Medium,Male,Research Scientist,Very High,Divorced,3761,9,No,Excellent,10,3,5,0,3,No
53,Travel_Rarely,661,13121,Sales,College,Marketing,Low,Female,Sales Executive,Very High,Married,10934,7,Yes,Excellent,35,3,5,0,4,No
45,Travel_Rarely,930,12913,Sales,Bachelor,Marketing,Very High,Male,Sales Executive,Low,Divorced,10761,4,Yes,Excellent,18,2,5,0,2,No
32,Travel_Rarely,638,6210,Research & Development,College,Medical,High,Female,Research Scientist,High,Married,5175,5,No,Excellent,9,3,5,1,3,No
52,Travel_Frequently,890,16591,Research & Development,Master,Medical,High,Female,Manufacturing Director,Very High,Married,13826,3,No,Outstanding,31,3,9,0,0,No
37,Travel_Rarely,342,7601,Sales,Master,Marketing,Very High,Male,Sales Executive,High,Divorced,6334,4,No,Excellent,9,2,1,0,0,No
28,Travel_Rarely,1169,5923,Human Resources,College,Medical,Medium,Male,Human Resources,Very High,Divorced,4936,1,No,Excellent,6,6,5,0,4,No
22,Travel_Rarely,1230,5730,Research & Development,College,Life Sciences,Very High,Male,Manufacturing Director,Very High,Married,4775,6,No,Outstanding,4,2,2,2,2,No
44,Travel_Rarely,986,3382,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Very High,Married,2818,2,Yes,Outstanding,10,2,3,0,2,No
42,Travel_Frequently,1271,3018,Research & Development,Below College,Medical,Medium,Male,Research Scientist,Very High,Single,2515,5,Yes,Excellent,8,2,2,2,2,No
36,Travel_Rarely,1278,2810,Human Resources,Bachelor,Life Sciences,Low,Male,Human Resources,Low,Married,2342,0,No,Outstanding,6,3,5,0,3,No
25,Travel_Rarely,141,5033,Sales,Below College,Other,High,Male,Sales Executive,Low,Married,4194,1,Yes,Excellent,5,3,5,0,3,No
35,Travel_Rarely,607,12822,Research & Development,Bachelor,Life Sciences,Very High,Female,Manufacturing Director,High,Married,10685,1,Yes,Outstanding,17,2,17,5,15,No
35,Travel_Frequently,130,2426,Research & Development,Master,Life Sciences,Very High,Female,Research Scientist,Medium,Divorced,2022,1,Yes,Excellent,10,3,10,7,8,Yes
32,Non-Travel,300,2777,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Very High,Divorced,2314,0,No,Excellent,4,2,3,0,2,No
25,Travel_Rarely,583,5107,Sales,Below College,Marketing,High,Male,Sales Executive,Low,Married,4256,1,No,Excellent,5,1,5,0,3,No
49,Travel_Rarely,1418,4296,Research & Development,Bachelor,Technical Degree,High,Female,Research Scientist,Low,Married,3580,2,No,Excellent,7,2,4,0,2,No
24,Non-Travel,1269,3794,Research & Development,Below College,Life Sciences,Low,Male,Laboratory Technician,Very High,Married,3162,0,No,Excellent,6,2,5,3,4,No
32,Travel_Frequently,379,7829,Sales,College,Life Sciences,Medium,Male,Sales Executive,Medium,Married,6524,1,No,Excellent,10,3,10,5,3,No
38,Travel_Rarely,395,3479,Sales,Bachelor,Marketing,Medium,Male,Sales Representative,Medium,Married,2899,0,No,Excellent,3,3,2,1,2,No
42,Travel_Rarely,1265,6277,Research & Development,Bachelor,Life Sciences,High,Female,Laboratory Technician,Very High,Married,5231,2,Yes,Excellent,17,1,5,1,3,No
31,Travel_Rarely,1222,2827,Research & Development,Master,Life Sciences,Very High,Male,Research Scientist,Very High,Married,2356,3,Yes,Excellent,8,2,6,0,2,No
29,Travel_Rarely,341,3360,Sales,Bachelor,Medical,Medium,Female,Sales Representative,High,Divorced,2800,6,Yes,Excellent,5,3,3,0,2,Yes
53,Travel_Rarely,868,14203,Sales,Bachelor,Marketing,Low,Male,Sales Executive,Very High,Married,11836,5,No,Excellent,28,3,2,2,2,No
35,Travel_Rarely,672,13084,Research & Development,Bachelor,Technical Degree,Very High,Male,Manufacturing Director,Medium,Married,10903,3,No,Excellent,16,2,13,4,8,No
37,Travel_Frequently,1231,3568,Sales,College,Medical,High,Female,Sales Representative,Very High,Married,2973,5,No,Excellent,10,3,5,0,0,No
53,Travel_Rarely,102,17130,Research & Development,Master,Life Sciences,Very High,Female,Research Director,Very High,Single,14275,6,No,Excellent,33,0,12,3,8,No
43,Travel_Frequently,422,6674,Research & Development,Bachelor,Life Sciences,Very High,Female,Healthcare Representative,Very High,Married,5562,4,No,Excellent,12,2,5,2,2,No
47,Travel_Rarely,249,5444,Sales,College,Marketing,High,Female,Sales Executive,Very High,Married,4537,0,Yes,Outstanding,8,2,7,7,7,No
37,Non-Travel,1252,9170,Sales,College,Medical,Low,Male,Sales Executive,Medium,Single,7642,1,Yes,Excellent,10,2,10,0,9,No
50,Non-Travel,881,21509,Research & Development,Master,Life Sciences,Low,Male,Manager,Low,Divorced,17924,1,No,Excellent,31,3,31,14,7,No
39,Travel_Rarely,1383,6245,Human Resources,Bachelor,Life Sciences,Very High,Female,Human Resources,Very High,Married,5204,8,No,Excellent,13,2,5,0,4,No
33,Travel_Rarely,1075,2732,Human Resources,College,Human Resources,Very High,Male,Human Resources,Medium,Divorced,2277,3,Yes,Excellent,7,4,4,0,3,No
32,Travel_Rarely,374,3354,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,Very High,Single,2795,1,Yes,Outstanding,1,2,1,0,1,Yes
29,Travel_Rarely,1086,3038,Research & Development,Below College,Medical,Low,Female,Laboratory Technician,Very High,Divorced,2532,6,No,Excellent,8,5,4,0,3,No
44,Travel_Rarely,661,3071,Research & Development,College,Life Sciences,Medium,Male,Research Scientist,Low,Married,2559,1,Yes,Excellent,8,0,8,7,1,No
28,Travel_Rarely,821,5890,Sales,Master,Medical,Low,Male,Sales Executive,Very High,Single,4908,1,No,Excellent,4,3,4,0,2,No
58,Travel_Frequently,781,2856,Research & Development,Below College,Life Sciences,Very High,Male,Laboratory Technician,Very High,Divorced,2380,9,Yes,Excellent,3,3,1,0,0,Yes
43,Travel_Rarely,177,5718,Research & Development,Bachelor,Life Sciences,Low,Female,Manufacturing Director,Medium,Divorced,4765,4,No,Outstanding,4,2,1,0,0,No
20,Travel_Rarely,500,2453,Sales,Bachelor,Medical,High,Female,Sales Representative,High,Single,2044,1,No,Excellent,2,3,2,0,2,Yes
21,Travel_Rarely,1427,3232,Research & Development,Below College,Other,Very High,Female,Research Scientist,Very High,Single,2693,1,No,Excellent,1,3,1,0,0,Yes
36,Travel_Rarely,1425,7903,Research & Development,Below College,Life Sciences,High,Male,Healthcare Representative,Very High,Married,6586,0,Yes,Excellent,17,2,16,4,11,No
47,Travel_Rarely,1454,3953,Sales,Master,Life Sciences,Very High,Female,Sales Representative,Very High,Single,3294,1,Yes,Excellent,3,3,3,1,2,No
22,Travel_Rarely,617,5005,Research & Development,Below College,Life Sciences,Medium,Female,Manufacturing Director,High,Married,4171,0,Yes,Excellent,4,3,3,0,2,Yes
41,Travel_Rarely,1085,3334,Research & Development,Master,Life Sciences,Medium,Female,Laboratory Technician,Very High,Divorced,2778,4,Yes,Excellent,10,1,7,1,0,Yes
28,Travel_Rarely,995,2852,Research & Development,Bachelor,Medical,High,Female,Research Scientist,High,Divorced,2377,5,No,Excellent,6,2,2,2,2,No
